EmployeeNumber,TotalWorkingYears,PercentSalaryHike,NumCompaniesWorked,YearsAtCompany,MonthlyRate,HireDate,WorkLifeBalance,StandardHours,EmployeeCount,EducationField,BusinessTravel,OverTime,DistanceFromHome,HourlyRate,YearsInCurrentRole,PerformanceRating,DailyRate,Attrition,Gender,Over18,JobInvolvement,TrainingTimesLastYear,YearsSinceLastPromotion,ManagerComments,JobLevel,StockOptionLevel,Age,JobSatisfaction,Department,MonthlyIncome,EnvironmentSatisfaction,MaritalStatus,RelationshipSatisfaction,YearsWithCurrManager,Education,JobRole
516,1,19,2,1,23858,21/11/23,3,80,1,Life Sciences,Frequently,N,6,49,1,3,1389,no,Male,Y,3,4,0,New hire,3,0,43,1,Saless,10295,2,Single,3,1,5,Sales Representative
517,0,23,2,0,11200,24/09/09,4,80,1,Marketing,Rarely,yes,6 km,92,0,3,1414,FALSE,Male,Y,3,1,0,High potential,1,1,41,3,SALES,4549,3,Divorced,2,0,2,Sales Executive
518,10,17,2,4,19701,23/08/15,3,80,1,Technical Degree,Travel Rarely,No,4,92,2,3,666,No,Female,Y,3,2,1,Good performer,4,0,28.0 years,4,Research & Development,13329,3,divorced,3,0,4,Laboratory Technician
519,,11,1,6,25031,02/05/08,1,80,1,Medical,travel_rarely,No,1,98,1,3,1276,No,Male,Y,3,3,0,New hire,1,0,37,2,R&D,5328,3,D,4,3,2,Laboratory Technician
520,9,19,2,4,5216,12-30-2017,3,80,1,Medical,Rarely,No,29,59,0,3,318,Y,m,Y,3,2,0,Top performer,3,0,43,3,SALES,11052,4,M,3,1,2,Sales Representative
521,2,13,1,2,14826,10/05/14,4,80,1,Life Sciences,Travel Frequently,YES,15,59,2,3,272,TRUE,M,Y,4,1,2,New hire,2,0,21,4,HR,6915,3,married,3,1,3,Human Resources
522,2,24,3,2,2016,22/04/17,4,80,1,Marketing,Travel_Rarely,NO,5,51,0,3,707,NO,male,Y,2,3,2,Remote worker,1,2,41,2,R&D,$1736.0,4,Married,4,1,3,Research Scientist
523,17,19,2,11,6670,20/08/22,3,80,1,Marketing,Travel_Rarely,N,7,90,1,3,1135,no,m,Y,3,3,0,Flight risk,1,1,31,4,sales,nan,2,married,2,1,5,Sales Executive
524,14,14,1,1,4623,09/08/23,2,80,1,Life Sciences,Travel_Rarely,no,2,50,1,3,1485,FALSE,MALE,Y,1,2,0,Flight risk,1,1,42,4,Research & Development,4176,2,M,4,1,1,Healthcare Representative
525,4,19,0,4,15350,01/01/19,3,80,1,Medical,None,N,6,66,1,3,957,Y,f,Y,4,2,0,Transferred from other dept,3,1,30,3,Research & Development,nan,1,Married,3,0,3,Research Scientist
526,10,23,2,3,18513,24/08/17,4,80,1,Life Sciences,Rarely,No,9,56,3,4,756,0,Male,Y,1,3,0,New hire,2,0,20,2,,6305,3,married,4,3,4,Laboratory Technician
527,17,18,3,17,16450,27/07/23,3,80,1,Life Sciences,Travel_Frequently,Y,5,64,1,3,1068,FALSE,MALE,Y,1,1,2,High potential,1,0,22,4,sales,4263,3,M,4,6,4,Sales Executive
528,21,17,0,1,3473,06-14-2004,3,80,1,Life Sciences,Travel Rarely,Yes,29,67,1,3,1205,0,f,Y,4,5,0,Good performer,1,2,37,1,research & development,3303,3,D,3,1,2,Manufacturing Director
529,0,14,1,0,11260,01/06/06,1,80,1,Life Sciences,Travel_Rarely,yes,7,89,0,3,1463,Yes,M,Y,3,5,0,Flight risk,1,0,39,3,Research&Development,4811,4,SINGLE,4,0,3,Laboratory Technician
530,16,19,0,4,6311,09-18-2007,1,80,1,Life Sciences,travel_frequently,Yes,3,99,0,4,540,Y,F,Y,3,4,3,Top performer,3,1,28,4,Human Resources,9390,4,DIVORCED,4,0,3,Human Resources
531,4,14,1,1,21279,05/09/15,3,80,1,Medical,Rarely,YES,11,61,1,3,716,Y,MALE,Y,4,2,1,New hire,3,0,42,2,research & development,$9726.0,4,married,1,0,2,Laboratory Technician
532,12,11,2,5,4736,02-23-2018,2,80,1,Medical,Rarely,N,1,56,4,4,325,no,female,Y,3,0,2,,1,3,22,4,research & development,3036,2,Divorced,3,0,5,Healthcare Representative
533,,16,5,4,23482,10/09/09,3,80,1,Medical,travel_rarely,N,3 km,32,1,4,470,FALSE,FEMALE,Y,2,5,0,Flight risk,2,3,36,3,Research&Development,7769,2,Married,4,4,4,Laboratory Technician
534,9,14,1,9,3946,04-19-2019,3,80,1,Life Sciences,Frequently,NO,3,78,3,3,127,N,F,Y,2,2,1,Good performer,1,0,26,3,R&D,3700,3,MARRIED,2,1,2,Manufacturing Director
535,10,20,3,1,23943,21/12/18,2,80,1,Life Sciences,travel_frequently,YES,4,59,1,3,1107,yes,FEMALE,Y,3,2,1,Exceeded expectations,4,1,31,3,Sale,15360,2,D,3,1,2,Sales Representative
536,5,13,0,0,17740,07/05/19,4,80,1,Medical,Travel_Frequently,YES,12,51,0,3,1094,NO,Male,Y,2,2,0,,4,0,37,4,Sale,14608,2,SINGLE,2,0,1,Manager
537,7,22,3,4,18684,10-21-2005,2,80,1,Life Sciences,Travel_Rarely,No,5 km,48,0,3,115,FALSE,Female,Y,3,2,0,Recently promoted,3,1,29,4,research & development,10895,2,divorced,2,1,4,Research Scientist
538,12,15,1,4,11176,19/01/15,3,80,1,Life Sciences,Frequently,NO,12,60,0,3,1400,Y,male,Y,2,3,0,New hire,4,0,33.0 years,3,sales,12803,4,MARRIED,4,0,2,Manager
539,6,13,2,5,13883,09-21-2018,2,80,1,Technical Degree,Rarely,no,6,49,5,4,432,FALSE,MALE,Y,3,5,0,Average,3,0,46,3,R&D,11570,4,Married,4,0,3,Research Scientist
540,0,21,1,0,6501,10/03/14,2,80,1,Marketing,Travel_Rarely,Y,3,48,0,3,582,FALSE,MALE,Y,2,4,0,,3,0,31,2,,12036,4,single,3,0,3,Laboratory Technician
541,0,19,3,0,13618,05/03/13,4,80,1,Technical Degree,travel_rarely,Y,13,31,0,4,665,No,MALE,Y,3,3,0,Good performer,2,3,44,,Research & Development,8214,4,Married,4,0,3,Healthcare Representative
542,10,22,2,0,26736,07/11/19,3,80,1,Medical,Travel_Frequently,no,2,69,0,3,1411,FALSE,MALE,Y,2,2,0,Average,1,2,26,1,Research & Development,7405,3,married,4,0,1,Research Scientist
543,18,16,,7,7914,08-17-2005,2,80,1,Life Sciences,travel_rarely,N,2,68,2,3,213,No,male,Y,2,3,2,Needs improvement,1,0,41,4,research & development,5689,2,S,2,0,2,Research Scientist
544,15,13,1,0,24055,07/09/19,1,80,1,Medical,Travel Rarely,YES,5,83,0,4,137,N,M,Y,4,2,0,Average,1,1,49,4,R&D,6370,4,SINGLE,3,0,5,Research Scientist
545,3,15,2,0,26601,24/07/07,4,80,1,Life Sciences,Travel_Rarely,N,2,56,0,3,553,FALSE,f,Y,2,1,0,Meets expectations,2,0,18,4,R&D,8200,1,Single,4,0,4,Laboratory Technician
546,6,18,2,6,2082,05/08/17,3,80,1,Medical,travel_frequently,no,1,41,2,3,841,NO,female,Y,4,1,1,Transferred from other dept,1,0,29,3,Research&Development,6013,1,divorced,1,0,4,Laboratory Technician
547,2,24,2,2,10364,04/07/20,3,80,1,Life Sciences,travel_rarely,YES,8,46,2,3,265,0,M,Y,3,3,0,Needs improvement,1,2,42,4,research & development,3804,1,DIVORCED,3,2,1,Manufacturing Director
548,40,18,1,5,19382,02/08/05,1,80,1,Marketing,travel_rarely,No,5,39,1,3,793,No,M,Y,2,0,2,Average,2,0,35,4,Research & Development,7312,1,Married,2,5,3,Healthcare Representative
549,3,16,1,2,7804,15/04/10,4,80,1,Life Sciences,None,Yes,4,48,0,3,304,YES,M,Y,4,6,1,Average,1,1,40,3,Saless,5524,4,M,1,2,3,Sales Representative
550,5,15,1,0,25321,13/09/20,2,80,1,Technical Degree,Frequently,NO,27 km,59,0,3,977,Y,MALE,Y,3,6,0,Needs improvement,2,0,31,4,R&D,8513,4,married,4,0,2,Research Scientist
551,11,15,1,2,21525,02/06/18,3,80,1,Technical Degree,Travel Rarely,N,6,59,2,4,344,NO,male,Y,3,1,2,Good performer,4,0,37,1,Research & Development,14761,2,Married,4,2,4,Research Director
552,20,11,3,4,21266,06-14-2009,3,80,1,Medical,No Travel,no,15,54,1,3,1456,FALSE,M,Y,2,2,4,Meets expectations,3,1,35,1,Sale,12650,1,Divorced,2,3,3,Sales Executive
553,0,12,1,0,14293,09/02/21,4,80,1,Marketing,travel_rarely,YES,1,95,0,3,1042,0,m,Y,3,4,0,Top performer,3,3,nan,1,sales,8862,2,Divorsed,4,0,1,Sales Executive
554,3,22,2,3,25746,11/03/20,3,80,1,Medical,Rarely,no,6,64,3,3,920,0,f,Y,3,5,1,Meets expectations,2,2,39,1,research & development,nan,3,M,2,3,4,Research Scientist
555,8,21,0,7,14812,18/10/05,3,80,1,Marketing,travel_frequently,No,16,80,3,3,606,1,Male,Y,2,4,0,High potential,2,0,40,3,Research&Development,$8344.0,2,Divorsed,3,5,5,Laboratory Technician
556,9,14,2,3,5084,07/09/21,3,80,1,Medical,Rarely,NO,6,56,3,3,1023,no,M,Y,3,2,3,Meets expectations,1,2,33,4,Saless,3913,,single,4,3,1,Sales Executive
557,0,16,1,0,4045,16/06/23,3,80,1,Marketing,Frequently,NO,10,39,0,3,1244,FALSE,male,Y,3,1,0,Recently promoted,4,3,32,4,Research&Development,19066,1,DIVORCED,3,0,3,Research Scientist
558,10,21,3,9,18588,08-13-2023,4,80,1,Medical,No Travel,no,3,72,0,4,1382,No,MALE,Y,1,2,0,Needs improvement,1,0,33,4,SALES,$5773.0,4,Single,4,1,3,Sales Executive
559,7,17,1,7,15184,06-19-2009,4,80,1,Human Resources,non-travel,No,1,84,5,4,509,0,Male,Y,4,2,1,New hire,1,0,40,3,Sale,4882,1,married,3,3,3,Sales Executive
560,17,11,4,5,16375,15/12/20,2,80,1,Medical,travel_rarely,No,4,35,0,3,409,NO,F,Y,1,2,0,Good performer,3,0,33,3,Research&Development,10226,3,married,3,0,2,Laboratory Technician
561,2,18,2,1,23668,17/01/22,3,80,1,Medical,None,YES,4 km,35,1,3,167,FALSE,MALE,Y,2,4,0,On PIP,1,0,39,2,H.R.,$4279.0,2,M,4,1,3,Human Resources
562,2,22,,2,3552,06/11/09,4,80,1,Marketing,Rarely,yes,16,77,2,4,213,No,male,Y,4,2,0,High potential,2,1,nan,3,research & development,8045,3,Single,1,2,5,Manufacturing Director
563,15,11,6,6,9816,02-23-2006,3,80,1,Marketing,Travel_Rarely,NO,2,31,2,3,319,0,female,Y,1,4,0,On PIP,1,0,44,4,Research&Development,5167,1,Divorsed,3,5,3,Research Scientist
564,12,19,3,1,2824,01/03/06,3,80,1,Medical,Travel Frequently,Y,27,80,1,3,319,FALSE,Female,Y,4,2,0,Excellent team player,1,0,34,3,Sale,$4314.0,4,SINGLE,4,1,1,Sales Executive
565,15,14,1,6,5748,05-30-2007,1,80,1,Life Sciences,Non Travel,No,25,90,0,3,829,NO,Female,Y,3,2,4,Remote worker,1,0,47,3,R&D,4590,1,Married,4,4,3,Research Director
566,15,22,0,3,7578,10-17-2004,2,80,1,Medical,Travel_Rarely,No,2,48,0,4,848,No,M,Y,3,2,3,Recently promoted,1,1,33.0 years,4,Sale,7016,3,Single,3,1,3,Sales Executive
567,1,17,2,0,24296,20/05/19,2,80,1,Human Resources,None,NO,3,31,0,3,1042,No,FEMALE,Y,3,2,0,Needs improvement,3,1,nan,2,Human Resourses,13076,1,SINGLE,4,0,4,Manager
568,3,21,2,3,25774,18/11/06,3,80,1,Marketing,Non Travel,NO,18,80,3,4,485,N,m,Y,2,4,1,Top performer,3,1,27,3,SALES,11378,,married,3,3,3,Sales Executive
569,3,24,2,0,7197,12-15-2013,4,80,1,Marketing,non-travel,NO,27,55,0,4,1421,NO,MALE,Y,3,2,0,Needs improvement,2,0,20.0 years,4,R&D,5988,1,Married,2,0,2,Research Director
570,27,16,2,0,11030,09/01/17,4,80,1,Life Sciences,Rarely,No,4,99,0,3,1029,Y,male,Y,4,4,0,,4,1,33,4,Research and Development,$14807.0,4,single,4,0,2,Research Scientist
571,6,23,2,6,23079,15/06/20,2,80,1,Medical,Travel_Frequently,Yes,3,49,5,4,1376,1,male,Y,1,5,0,Recently promoted,1,0,37,1,Research&Development,7331,1,S,4,2,4,Laboratory Technician
572,1,19,2,1,25152,24/09/11,3,80,1,Medical,Travel Rarely,No,5,52,0,3,504,No,M,Y,3,4,1,Average,1,3,52,3,research & development,7054,2,married,3,1,2,Manufacturing Director
573,3,24,0,3,22067,05/11/09,4,80,1,Marketing,Rarely,N,9,83,3,3,591,NO,m,Y,3,3,0,Flight risk,1,0,39,,R&D,6101,2,MARRIED,4,1,4,Laboratory Technician
574,20,12,0,1,20345,06/12/23,3,80,1,Life Sciences,non-travel,NO,2,44,1,3,456,NO,F,Y,2,3,1,Good performer,2,0,nan,2,SALES,10133,3,Divorsed,4,0,2,Sales Executive
575,18,21,3,3,2937,12/08/21,3,80,1,Technical Degree,Travel_Rarely,No,10,35,1,3,314,no,female,Y,4,2,1,,2,0,44,3,Sale,8080,1,SINGLE,3,0,3,Sales Representative
576,23,17,4,0,9595,14/08/21,3,80,1,Medical,Rarely,Y,1,64,0,3,851,TRUE,female,Y,3,3,0,,2,0,18,3,Research & Development,nan,4,M,4,0,3,Manufacturing Director
577,,21,3,4,2424,27/02/05,3,80,1,Life Sciences,travel_rarely,NO,1,37,4,3,926,0,MALE,Y,2,5,3,High potential,3,0,39,4,Research and Development,9978,3,single,4,4,5,Research Scientist
578,10,15,1,8,13502,11-23-2023,2,80,1,Life Sciences,travel_rarely,no,3 km,86,0,3,1337,FALSE,f,Y,3,1,2,New hire,2,1,43,1,sales,8438,3,Single,3,3,5,Sales Executive
579,3,23,1,3,5051,20/05/23,3,80,1,Life Sciences,Rarely,no,3,79,0,3,1221,No,MALE,Y,3,4,3,,2,2,23,4,Research and Development,9994,2,M,3,0,2,Laboratory Technician
580,1,17,2,0,4905,11/04/15,3,80,1,Medical,Non-Travel,NO,3,78,0,3,627,1,FEMALE,Y,2,4,0,Good performer,4,0,47.0 years,3,Research and Development,13115,3,MARRIED,4,0,3,Research Scientist
581,0,11,0,0,14238,22/03/09,3,80,1,Life Sciences,non-travel,YES,5,50,0,3,1015,FALSE,M,Y,4,6,0,Transferred from other dept,1,1,40,4,SALES,3707,2,single,3,0,2,Sales Representative
582,2,21,1,2,4694,16/03/04,3,80,1,Life Sciences,Travel Rarely,YES,3,65,0,3,765,yes,FEMALE,Y,1,2,2,Remote worker,2,1,33,3,Saless,8146,2,SINGLE,2,2,3,Sales Executive
583,9,21,9,0,5595,07/08/08,4,80,1,Marketing,Travel_Rarely,no,1,98,0,3,809,no,Male,Y,3,2,0,Needs improvement,3,0,42,4,Research & Development,10660,2,Single,3,0,3,Laboratory Technician
584,23,20,3,0,3267,06-19-2005,1,80,1,Life Sciences,travel_rarely,Y,2,87,0,3,634,NO,Female,Y,3,2,0,Excellent team player,2,0,57,4,sales,8973,4,D,1,0,4,Sales Executive
585,,19,2,1,2421,21/11/12,3,80,1,,Rarely,yes,29,92,1,3,653,no,FEMALE,Y,3,4,1,Flight risk,1,0,38,3,R&D,4320,1,D,4,1,5,Laboratory Technician
586,25,11,1,7,21650,13/06/21,3,80,1,Medical,None,No,4,45,2,3,427,0,m,Y,2,1,0,,2,2,39,4,HR,10577,2,SINGLE,2,1,3,Human Resources
587,4,24,2,2,9017,07/08/17,3,80,1,Medical,Travel_Rarely,NO,4,35,1,3,1001,No,MALE,Y,4,2,2,On PIP,2,2,32,3,research & development,6065,3,S,1,2,3,Research Scientist
588,5,15,0,0,11849,10/02/10,4,80,1,Marketing,travel_rarely,no,6,81,0,3,1288,FALSE,female,Y,4,2,0,Average,2,0,29,2,R&D,9880,2,divorced,4,0,4,Research Scientist
589,4,24,,3,20484,11/01/15,3,80,1,Medical,travel_frequently,NO,29,31,3,3,1239,N,male,Y,3,2,1,Excellent team player,1,0,44,2,sales,3852,3,Divorsed,4,1,4,Manager
590,5,18,2,2,25513,01/07/22,3,80,1,Marketing,Travel_Rarely,N,2,47,0,3,249,FALSE,f,Y,2,2,0,High potential,4,2,29,3,Research & Development,11306,3,married,3,2,1,Research Scientist
591,3,11,5,3,18349,12/05/10,3,80,1,Medical,Travel_Rarely,No,9,64,2,3,1155,1,M,Y,4,3,3,Top performer,3,1,37.0 years,4,Sale,nan,2,SINGLE,2,2,3,Sales Representative
592,11,17,0,2,26479,22/04/14,2,80,1,Life Sciences,Travel_Frequently,no,10,68,0,3,756,FALSE,Male,Y,4,5,1,Needs improvement,2,2,32,1,Sale,7618,2,SINGLE,4,0,3,Sales Executive
593,14,12,5,4,14131,21/06/10,4,80,1,Life Sciences,Travel Rarely,N,7,30,1,3,905,yes,Male,Y,4,2,0,Average,3,0,41,3,SALES,9335,2,M,4,1,2,Sales Executive
594,17,17,6,6,10876,20/05/14,2,80,1,Medical,Travel Frequently,N,1,66,2,3,392,FALSE,M,Y,3,4,2,Flight risk,4,3,40.0 years,3,H.R.,11477,3,MARRIED,3,0,2,Human Resources
595,4,17,2,4,4226,14/12/08,3,80,1,Life Sciences,Travel Rarely,Yes,9,50,4,3,1018,no,FEMALE,Y,2,3,2,,1,2,nan,3,research & development,4987,4,single,3,0,1,Laboratory Technician
596,14,19,3,5,6388,11-27-2009,1,80,1,Marketing,Frequently,No,1,30,2,4,788,NO,m,Y,2,1,0,Remote worker,1,0,32,4,,6463,2,Married,2,0,3,Manager
597,10,16,1,1,4422,02/09/16,4,80,1,Medical,Travel Rarely,Yes,7,33,0,3,1056,NO,MALE,Y,2,4,1,High potential,2,1,34,1,research & development,8877,,single,3,0,2,Research Director
598,31,14,4,2,9226,11/03/17,4,80,1,Life Sciences,Travel Rarely,Y,10,87,0,3,1300,NO,M,Y,2,1,2,Good performer,3,0,28,4,Research & Development,11085,,D,3,0,1,Manufacturing Director
599,5,17,3,0,11269,29/01/09,1,80,1,Life Sciences,Travel Rarely,yes,1,30,0,3,1184,0,m,Y,4,3,0,Exceeded expectations,1,0,33,4,sales,nan,,SINGLE,4,0,2,Sales Representative
600,40,17,0,3,14177,12-19-2017,3,80,1,Life Sciences,travel_rarely,N,14,42,2,3,515,FALSE,Female,Y,3,3,0,Average,5,1,40,2,research & development,16959,4,SINGLE,3,0,4,Laboratory Technician
601,13,14,4,13,14032,12-19-2007,4,80,1,Medical,Travel Rarely,no,1,75,3,4,697,N,Female,Y,2,3,0,New hire,2,0,43,4,research & development,5855,1,MARRIED,4,1,4,Laboratory Technician
602,14,12,2,5,13508,24/03/06,3,80,1,Medical,Travel_Rarely,Y,14,76,1,3,106,NO,MALE,Y,3,2,0,Recently promoted,2,1,28,3,Research&Development,5868,2,M,2,1,3,Research Director
603,0,23,3,0,9316,08/02/20,4,80,1,Medical,Travel Rarely,No,4 km,36,0,3,1017,Yes,female,Y,2,3,0,,1,0,44.0 years,3,Research & Development,4695,4,Divorced,1,0,3,Laboratory Technician
604,6,21,1,1,4843,19/08/20,2,80,1,Life Sciences,Frequently,YES,1,80,1,3,184,Yes,F,Y,3,4,0,Top performer,1,1,49,,H.R.,$4759.0,3,M,1,1,5,Human Resources
605,7,19,3,0,6111,28/02/15,2,80,1,Medical,Rarely,N,1,32,0,3,873,NO,M,Y,3,3,0,Excellent team player,3,0,40,4,research & development,12276,1,single,3,0,2,Research Scientist
606,0,24,0,0,14463,01-18-2006,3,80,1,Technical Degree,Travel Rarely,Y,24,79,0,3,1056,NO,FEMALE,Y,2,4,0,Top performer,5,2,53,4,research & development,18135,2,Married,2,0,2,Research Scientist
607,3,18,2,3,24043,03/10/13,4,80,1,Life Sciences,Travel_Rarely,NO,1,55,0,3,1170,Y,M,Y,2,3,0,Excellent team player,2,0,30,4,Sales,8907,2,SINGLE,4,2,2,Manager
608,31,15,1,2,15778,19/05/21,4,80,1,Medical,Non-Travel,N,1,60,1,3,1464,N,Male,Y,3,2,0,Recently promoted,5,0,25,4,Research and Development,16579,4,Divorsed,4,2,2,Research Scientist
609,5,24,3,1,20287,15/08/07,4,80,1,Other,travel_rarely,Y,3,91,1,3,705,0,FEMALE,Y,3,2,0,Excellent team player,3,1,20,1,Research and Development,8929,3,married,4,1,3,Laboratory Technician
610,2,15,2,0,6224,22/11/21,3,80,1,Life Sciences,Travel_Rarely,N,7,55,0,3,525,0,Male,Y,3,3,0,High potential,2,0,50.0 years,3,research & development,$8618.0,3,MARRIED,4,0,4,Research Scientist
611,7,11,3,5,6979,22/01/21,3,80,1,Medical,travel_rarely,N,6,96,1,3,525,No,f,Y,4,4,1,Excellent team player,3,0,42,4,research & development,11787,2,Single,2,2,3,Healthcare Representative
612,0,21,3,0,23747,14/04/15,3,80,1,Life Sciences,travel_rarely,Y,1,84,0,3,835,N,f,Y,3,1,0,High potential,2,0,36,4,Research&Development,4417,,M,4,0,3,Research Scientist
613,7,19,1,7,18809,01/11/12,3,80,1,Medical,Travel_Rarely,yes,2,57,1,3,890,FALSE,male,Y,3,2,0,,2,3,39,3,Saless,6748,1,divorced,4,7,5,Sales Representative
614,9,21,5,1,4401,05-14-2008,4,80,1,Life Sciences,Travel_Frequently,no,2 km,73,1,3,614,0,F,Y,4,0,1,Good performer,1,0,26,4,Research&Development,3963,3,Divorsed,2,0,1,Research Scientist
615,4,24,,4,10941,06/04/10,2,80,1,Human Resources,travel_frequently,no,1,67,0,3,1252,FALSE,m,Y,2,3,0,High potential,3,2,59,2,sales,11177,2,S,4,3,2,Sales Representative
616,14,20,1,4,17685,10/06/16,1,80,1,Medical,Rarely,N,4,59,3,3,1372,0,M,Y,2,3,4,Good performer,1,1,38,3,Sale,3794,1,single,2,0,3,Sales Representative
617,1,21,1,1,17963,04/02/09,2,80,1,Marketing,Travel Rarely,Y,9,95,0,3,840,NO,Female,Y,4,3,1,Flight risk,3,0,37.0 years,3,sales,10942,2,Divorsed,1,1,3,Sales Executive
618,21,18,2,1,25632,29/04/15,2,80,1,Medical,Rarely,yes,1,37,1,3,230,N,FEMALE,Y,4,2,0,New hire,3,1,43,3,Research and Development,10684,4,DIVORCED,3,1,1,Laboratory Technician
619,31,15,0,2,18427,08/10/12,1,80,1,Medical,Travel_Rarely,Yes,3,43,0,4,422,0,m,Y,2,2,1,Top performer,1,2,41,4,research & development,4761,1,SINGLE,4,2,3,Research Scientist
620,0,20,1,0,24682,14/11/12,3,80,1,Medical,Travel_Rarely,no,3,91,0,3,922,NO,MALE,Y,4,4,0,Excellent team player,1,1,nan,4,research & development,3925,3,M,3,0,3,Research Scientist
621,18,16,3,0,23426,01/07/05,2,80,1,Technical Degree,travel_rarely,N,29,92,0,3,642,FALSE,f,Y,1,2,0,Key talent,2,2,29,2,Sales,7041,4,MARRIED,4,0,4,Sales Representative
622,7,22,2,7,19943,17/01/22,4,80,1,Human Resources,Travel Rarely,N,24,95,0,3,165,FALSE,F,Y,4,2,0,Exceeded expectations,2,0,41,4,research & development,6379,2,Divorced,2,3,3,Laboratory Technician
623,6,20,,0,8035,17/06/14,3,80,1,Medical,Travel_Rarely,No,12,69,0,3,817,No,f,Y,2,3,0,Flight risk,1,1,53,4,,5570,2,Single,2,0,3,Laboratory Technician
624,2,21,2,2,9071,03/07/06,3,80,1,Human Resources,Travel Rarely,no,2,42,2,3,1224,yes,m,Y,2,4,2,On PIP,2,0,49,4,Research and Development,8856,4,Single,4,1,1,Research Scientist
625,5,20,3,2,22578,20/02/07,2,80,1,Medical,None,NO,1,46,0,3,130,N,Male,Y,3,2,0,Exceeded expectations,1,0,51,3,research & development,3844,3,Married,3,1,3,Laboratory Technician
626,30,18,2,3,22335,18/12/21,3,80,1,Medical,Travel Rarely,No,3,44,3,3,984,No,male,Y,4,5,1,Needs improvement,1,1,32.0 years,4,R&D,7280,4,single,1,0,2,Healthcare Representative
627,,16,,2,18531,09/11/23,3,80,1,Medical,Rarely,N,2,62,1,4,290,No,Female,Y,4,1,0,Transferred from other dept,1,1,28,3,research & development,4528,2,married,2,1,5,Laboratory Technician
628,1,20,2,1,4170,03/11/04,1,80,1,Life Sciences,Travel_Rarely,No,5,45,1,3,514,N,MALE,Y,4,1,1,Exceeded expectations,1,0,35,1,R&D,$7295.0,4,Married,2,1,3,Research Director
629,2,24,5,0,26687,25/05/11,3,80,1,Life Sciences,Travel_Rarely,No,12,42,0,3,846,no,M,Y,3,3,0,High potential,3,0,37,4,Research&Development,10036,1,married,3,0,3,Research Director
630,8,14,4,2,7118,12/03/20,3,80,1,Life Sciences,travel_rarely,NO,15 km,52,2,3,1169,YES,F,Y,3,3,1,Average,5,1,46,1,Research&Development,13960,4,Married,4,2,4,Research Scientist
631,26,13,3,8,25539,08/01/22,2,80,1,Medical,Rarely,NO,14,65,8,3,1212,No,m,Y,1,2,2,On PIP,2,1,21,2,Sales,8603,4,M,3,0,3,Sales Executive
632,8,17,2,1,9297,10-29-2015,2,80,1,Life Sciences,Rarely,No,3,72,1,3,474,No,F,Y,2,3,0,,2,0,50.0 years,2,research & development,8372,3,single,2,1,3,Healthcare Representative
633,2,23,1,2,6163,06-24-2004,3,80,1,Medical,Travel Frequently,no,9,79,2,4,1369,yes,female,Y,3,0,2,Remote worker,1,0,35,3,Research&Development,5051,3,Married,1,0,4,Laboratory Technician
634,5,12,1,5,10026,17/10/20,4,80,1,Other,travel_frequently,No,3,42,4,3,657,NO,female,Y,4,3,0,Key talent,2,2,33,3,Research&Development,7036,4,Divorced,2,1,4,Research Scientist
635,4,17,0,4,11019,09/08/20,3,80,1,Life Sciences,travel_rarely,NO,1,59,4,3,1380,No,m,Y,4,2,3,Flight risk,1,2,27.0 years,2,Research & Development,4948,,M,4,0,3,Research Scientist
636,0,11,2,0,11944,07-21-2011,4,80,1,Medical,travel_rarely,NO,9 km,86,0,4,1475,FALSE,m,Y,2,3,0,Average,2,0,22,4,Sales,7233,3,S,3,0,1,Sales Representative
637,7,23,,7,26451,23/06/14,3,80,1,Life Sciences,Frequently,NO,1,59,0,3,1228,no,FEMALE,Y,3,3,3,Flight risk,4,0,44,3,research & development,$13546.0,4,SINGLE,2,2,3,Manufacturing Director
638,,20,2,1,4939,09/05/05,4,80,1,Life Sciences,Non-Travel,NO,4,39,0,3,1460,N,f,Y,4,4,0,High potential,1,0,37,3,,6262,1,Single,1,1,4,Sales Executive
639,18,15,1,6,7727,02/03/07,4,80,1,Marketing,Travel_Rarely,NO,3 km,95,3,3,1424,no,Female,Y,3,3,2,Exceeded expectations,3,2,25,4,sales,11276,4,MARRIED,3,2,2,Sales Executive
640,7,19,2,2,13920,04-25-2008,1,80,1,Medical,Travel Frequently,N,9,68,1,3,1200,no,Male,Y,3,3,1,Average,1,2,25.0 years,3,Sale,5914,4,married,4,2,2,Manager
641,18,23,2,14,26448,06-15-2015,1,80,1,Marketing,Travel Rarely,No,11,66,5,3,1353,0,Female,Y,3,3,8,Top performer,2,0,33,4,R&D,7652,4,Married,2,4,4,Manufacturing Director
642,,23,1,17,5616,04-22-2008,2,80,1,Life Sciences,None,yes,2,32,0,3,677,FALSE,female,Y,4,6,0,Average,1,2,52,2,Research & Development,4486,1,Single,3,0,1,Laboratory Technician
643,28,11,4,13,7405,02/08/15,2,80,1,Medical,Travel_Rarely,no,13,63,4,3,131,No,F,Y,1,4,2,Excellent team player,2,0,34,3,SALES,6269,2,single,3,0,4,Sales Representative
644,1,18,4,1,25669,17/07/21,3,80,1,Life Sciences,travel_rarely,N,2,67,0,3,157,NO,FEMALE,Y,3,4,0,Meets expectations,1,0,23,,research & development,4444,4,M,4,0,3,Laboratory Technician
645,28,19,1,7,12469,07/04/22,4,80,1,Life Sciences,Travel_Rarely,No,4,43,1,3,1227,Y,f,Y,2,3,1,New hire,2,3,nan,2,SALES,3018,1,Married,4,1,3,Sales Representative
